filename,result
downloaded_images\雞老大_蔥油雞飯_110元_3.jpg,"以下根據圖片內容及檔案名資訊，對「雞老大 蔥油雞飯」進行分析與熱量推估：

**餐點內容與分量推估：**

1.  **白米飯：** 約 180 公克
2.  **蔥油雞：** 去骨雞肉（腿肉部位居多）搭配蔥油醬汁，肉量約 180 公克，蔥油醬約 15 公克。
3.  **滷碎豆干：** 一小格配菜，約 50 公克。
4.  **紅蘿蔔片：** 兩片，約 20 公克。
5.  **南瓜塊：** 一塊，約 60 公克。
6.  **青江菜：** 燙或炒青江菜，約 80 公克。
7.  **炒蛋：** 一份，約 80 公克。

**熱量推估（參考衛福部食品營養成分資料庫 TFND 標準）：**

1.  **白米飯 (熟飯)：**
    *   TFND 標準 (A0300101)：100 公克約 183 大卡。
    *   推估熱量：180 公克 x (183 大卡/100 公克) = **329 大卡**

2.  **蔥油雞 (去皮雞腿肉+蔥油)：**
    *   TFND 標準 (A0101206 雞腿肉(去皮))：100 公克約 121 大卡。
    *   TFND 標準 (B0101201 沙拉油)：100 公克約 884 大卡。
    *   推估熱量：
        *   雞肉：180 公克 x (121 大卡/100 公克) = 218 大卡
        *   蔥油：15 公克 x (884 大卡/100 公克) = 133 大卡
    *   合計：218 + 133 = **351 大卡**

3.  **滷碎豆干：**
    *   TFND 標準 (A0201801 豆干)：100 公克約 160 大卡（滷製會略高）。
    *   推估熱量：50 公克 x (160 大卡/100 公克) = 80 大卡，考量滷製調味，約 **90 大卡**。

4.  **紅蘿蔔片：**
    *   TFND 標準 (C0100401 紅蘿蔔)：100 公克約 39 大卡。
    *   推估熱量：20 公克 x (39 大卡/100 公克) = **8 大卡**

5.  **南瓜塊：**
    *   TFND 標準 (C0100601 南瓜)：100 公克約 79 大卡。
    *   推估熱量：60 公克 x (79 大卡/100 公克) = **47 大卡**

6.  **青江菜 (燙/炒)：**
    *   TFND 標準 (C0100201 青江菜)：100 公克約 13 大卡（若有加少量油烹煮會略高）。
    *   推估熱量：80 公克 x (13 大卡/100 公克) = 10 大卡，考量烹煮用油，約 **20 大卡**。

7.  **炒蛋：**
    *   TFND 標準 (A0100101 雞蛋)：100 公克約 153 大卡（生蛋，炒製需加油）。
    *   推估熱量：80 公克約為 1.5 顆蛋，含少量烹煮油，約 **182 大卡**。

**總熱量推估：**

329 (米飯) + 351 (蔥油雞) + 90 (豆干) + 8 (紅蘿蔔) + 47 (南瓜) + 20 (青江菜) + 182 (炒蛋) = **1027 大卡**"
downloaded_images\雞老大_蔥爆炒牛肉飯_110元_3.jpg,"這張圖片顯示一份「雞老大_蔥爆炒牛肉飯」便當。以下為各食物項目、估計分量及其推估熱量：

**主要項目：**

1.  **白米飯：** 位於蔥爆炒牛肉下方，估計份量約 250 克（約 1.5 碗）。
    *   **熱量推估：** 約 440 大卡 (衛福部資料庫熟白米飯約 175 大卡/100克)。

2.  **蔥爆炒牛肉：**
    *   **牛肉片：** 估計份量約 150 克（熟重）。
        *   **熱量推估：** 約 270 大卡 (參考衛福部資料庫牛肉片，約 180 大卡/100克)。
    *   **蔥段及洋蔥：** 估計份量約 70 克。
        *   **熱量推估：** 約 25 大卡 (蔬菜熱量較低)。
    *   **食用油與醬汁：** 炒製食物油量較高，醬汁（如醬油、蠔油、糖、太白粉）亦有熱量。估計總油量約 35 克，醬汁約 70 大卡。
        *   **熱量推估：** 約 315 大卡 (油) + 70 大卡 (醬汁) = 385 大卡。

**配菜項目：**

1.  **炒冬粉/粉絲：** 估計份量約 120 克（熟重）。
    *   **熱量推估：** 約 120 大卡 (衛福部資料庫煮熟冬粉約 100 大卡/100克)。

2.  **燙青花菜：** 估計份量約 80 克。
    *   **熱量推估：** 約 25 大卡 (衛福部資料庫熟青花菜約 30 大卡/100克)。

3.  **炒豆芽菜與紅蘿蔔：** 估計份量約 60 克。
    *   **熱量推估：** 約 15 大卡 (衛福部資料庫熟綠豆芽約 17 大卡/100克，熟紅蘿蔔約 35 大卡/100克)。

4.  **養生配料：** 包含雞肉、紅棗、桂圓等。
    *   **雞肉：** 估計份量約 35 克（熟重）。
        *   **熱量推估：** 約 60 大卡 (參考衛福部資料庫熟雞肉，約 170 大卡/100克)。
    *   **紅棗與桂圓：** 估計紅棗約 15 克，桂圓約 10 克。
        *   **熱量推估：** 約 70 大卡 (衛福部資料庫乾紅棗約 287 大卡/100克，乾龍眼約 280 大卡/100克)。

**總熱量推估：**
440 (米飯) + 270 (牛肉) + 25 (蔥洋蔥) + 385 (油醬汁) + 120 (冬粉) + 25 (花椰菜) + 15 (豆芽紅蘿蔔) + 60 (雞肉) + 70 (紅棗桂圓) = **約 1410 大卡**

**總結：**
此份「雞老大_蔥爆炒牛肉飯」便當，包含主食（米飯、蔥爆炒牛肉）及多樣配菜（冬粉、青花菜、豆芽、紅蘿蔔、雞肉、紅棗、桂圓）。考量食材種類與烹調方式（多為炒製），總熱量估計約為 1410 大卡，其中米飯與烹調用油/醬汁佔熱量比重較高。"
downloaded_images\青田原味_泰式打拋雞(A)_120元_2.jpg,"根據圖片內容及檔案名資訊「青田原味_泰式打拋雞(A)_120元_2.jpg」，此為一份泰式打拋雞便當。以下為對各項食物的理性判斷、分量推估與熱量估算，參考衛福部食品營養成分資料庫 (TFND) 標準。所有估算為近似值。

**便當內容分析與熱量推估：**

1.  **白飯 (Cooked White Rice)**
    *   **分量推估：** 約180公克。
    *   **熱量估算：** 衛福部資料庫「熟白米飯」約130大卡/100公克。
    *   **總熱量：** 180公克 * (130大卡/100公克) = 234 大卡。

2.  **泰式打拋雞 (Thai Basil Minced Chicken)**
    *   **分量推估：** 約120公克 (包含雞絞肉、羅勒葉、調味及少量烹調用油)。
    *   **熱量估算：** 泰式打拋雞為烹調品，無直接數據。以雞絞肉（去皮雞腿肉絞肉約165大卡/100公克）為基礎，並考量烹調用油及調味料，估算熟食約220大卡/100公克。
    *   **總熱量：** 120公克 * (220大卡/100公克) = 264 大卡。

3.  **玉子燒/日式煎蛋捲 (Tamagoyaki/Japanese Rolled Omelet)**
    *   **分量推估：** 約60公克 (單塊)。
    *   **熱量估算：** 蛋液約139大卡/100公克，但煎製過程會加油與糖，估算約160大卡/100公克。
    *   **總熱量：** 60公克 * (160大卡/100公克) = 96 大卡。

4.  **小番茄 (Cherry Tomatoes)**
    *   **分量推估：** 2顆，約40公克。
    *   **熱量估算：** 衛福部資料庫「小番茄」約28大卡/100公克。
    *   **總熱量：** 40公克 * (28大卡/100公克) = 11.2 大卡 ≈ 11 大卡。

5.  **滷海帶 (Braised Kelp)**
    *   **分量推估：** 約60公克。
    *   **熱量估算：** 衛福部資料庫「海帶」約27大卡/100公克，滷製後因吸附湯汁及調味，略增至約30大卡/100公克。
    *   **總熱量：** 60公克 * (30大卡/100公克) = 18 大卡。

6.  **炒高麗菜 (Stir-fried Cabbage)**
    *   **分量推估：** 約80公克。
    *   **熱量估算：** 衛福部資料庫「高麗菜」約23大卡/100公克，炒製會加油，估算約50大卡/100公克。
    *   **總熱量：** 80公克 * (50大卡/100公克) = 40 大卡。

7.  **炒青江菜/小白菜 (Stir-fried Bok Choy/Taiwanese Cabbage)**
    *   **分量推估：** 約60公克。
    *   **熱量估算：** 衛福部資料庫「青江菜」約15大卡/100公克，炒製會加油，估算約50大卡/100公克。
    *   **總熱量：** 60公克 * (50大卡/100公克) = 30 大卡。

8.  **涼拌豆干絲 (Shredded Dried Tofu Salad)**
    *   **分量推估：** 約40公克。
    *   **熱量估算：** 衛福部資料庫「豆干絲」約160大卡/100公克（未烹調），涼拌後熱量變化不大。
    *   **總熱量：** 40公克 * (160大卡/100公克) = 64 大卡。

**總熱量估計：**
234 (白飯) + 264 (打拋雞) + 96 (玉子燒) + 11 (小番茄) + 18 (滷海帶) + 40 (炒高麗菜) + 30 (炒青江菜) + 64 (豆干絲) = **757 大卡**

**總結：**
此泰式打拋雞便當總熱量估計約為 **757大卡**。其中，白飯與泰式打拋雞為主體熱量來源，約佔總熱量的三分之二。配菜種類多元，提供蔬菜與豆製品，但整體熱量因烹調方式（如油炒）而略高於僅使用原型食物。"
downloaded_images\青田原味_泰式打拋雞_無飯(A-)_125元_2.jpg,"根據圖片內容及檔案名「青田原味_泰式打拋雞_無飯(A-)_125元_2.jpg」所示，這是一份不含米飯的泰式打拋雞便當。以下為其內容物、估計分量及熱量推估（參考衛福部食品營養成分資料庫 TFND 標準）：

**主要內容物及熱量估算：**

1.  **泰式打拋雞：**
    *   **分量估計：** 約80克熟雞胸肉及15克烹調用油。
    *   **熱量估算：**
        *   雞胸肉 (熟)：80g * (126 kcal/100g) = 100.8 kcal
        *   烹調用油 (沙拉油)：15g * (884 kcal/100g) = 132.6 kcal
    *   **小計：** 約233.4 kcal

2.  **日式玉子燒 (或厚蛋皮)：**
    *   **分量估計：** 約50克。
    *   **熱量估算：** 以雞蛋為主並考量烹調用油及少量糖，估計 200 kcal/100g。
    *   **小計：** 50g * (200 kcal/100g) = 100 kcal

3.  **涼拌竹筍絲：**
    *   **分量估計：** 約30克。
    *   **熱量估算：** 以竹筍為主並考量少量調味油，估計 25 kcal/100g。
    *   **小計：** 30g * (25 kcal/100g) = 7.5 kcal

4.  **燙青江菜：**
    *   **分量估計：** 約50克。
    *   **熱量估算：** 18 kcal/100g。
    *   **小計：** 50g * (18 kcal/100g) = 9 kcal

5.  **燙高麗菜：**
    *   **分量估計：** 約50克。
    *   **熱量估算：** 24 kcal/100g。
    *   **小計：** 50g * (24 kcal/100g) = 12 kcal

6.  **滷海帶：**
    *   **分量估計：** 約40克。
    *   **熱量估算：** 考量滷製過程含油，估計 40 kcal/100g。
    *   **小計：** 40g * (40 kcal/100g) = 16 kcal

7.  **小番茄：**
    *   **分量估計：** 2顆，約20克。
    *   **熱量估算：** 30 kcal/100g。
    *   **小計：** 20g * (30 kcal/100g) = 6 kcal

**總熱量推估：**
233.4 (打拋雞) + 100 (玉子燒) + 7.5 (竹筍絲) + 9 (青江菜) + 12 (高麗菜) + 16 (海帶) + 6 (小番茄) = **約383.9 kcal**"
downloaded_images\青田原味_私房辣椒豬_無飯(C-)_130元_2.jpg,"根據圖片內容及檔名「青田原味_私房辣椒豬_無飯(C-)_130元_2.jpg」資訊，以衛福部食品營養成分資料庫(TFND)標準推估各項食物的熱量如下：

1.  **私房辣椒豬肉 (主菜)**：
    *   **判斷：** 依檔名判斷為主要蛋白質來源。肉片呈褐色，有辣椒絲及薑絲，目測為瘦豬肉片，經拌炒或滷製。
    *   **分量估計：** 約150公克。
    *   **熱量推估：** 參考「豬肉(里肌肉)」熟食，約 200 大卡/100公克。
    *   **小計：** 150g * 200 kcal/100g = 300 大卡。

2.  **蒟蒻麵 (無飯替代)**：
    *   **判斷：** 檔名註明「無飯(C-)」，圖片中米飯被細長、透明的麵條取代。考量「C-」可能代表低碳水化合物，判斷為蒟蒻麵。
    *   **分量估計：** 約150公克。
    *   **熱量推估：** 參考「蒟蒻條」，約 10 大卡/100公克。
    *   **小計：** 150g * 10 kcal/100g = 15 大卡。

3.  **玉子燒/煎蛋 (配菜)**：
    *   **判斷：** 一塊黃色方形的煎蛋類製品。
    *   **分量估計：** 約60公克 (約一顆中型蛋)。
    *   **熱量推估：** 參考「煎蛋」，約 200 大卡/100公克 (含少量烹調用油)。
    *   **小計：** 60g * 200 kcal/100g = 120 大卡。

4.  **綠色葉菜 (配菜)**：
    *   **判斷：** 目測為汆燙或清炒青江菜/油菜。
    *   **分量估計：** 約70公克。
    *   **熱量推估：** 參考「青江菜」熟食，約 15 大卡/100公克。
    *   **小計：** 70g * 15 kcal/100g = 11 大卡。

5.  **高麗菜 (配菜)**：
    *   **判斷：** 目測為汆燙或清炒高麗菜。
    *   **分量估計：** 約70公克。
    *   **熱量推估：** 參考「高麗菜」熟食，約 20 大卡/100公克。
    *   **小計：** 70g * 20 kcal/100g = 14 大卡。

6.  **滷海帶 (配菜)**：
    *   **判斷：** 深色、波浪狀，目測為滷海帶。
    *   **分量估計：** 約40公克。
    *   **熱量推估：** 參考「海帶」生鮮，約 16 大卡/100公克，滷製稍高。估計 20 大卡/100公克。
    *   **小計：** 40g * 20 kcal/100g = 8 大卡。

7.  **小番茄 (點綴)**：
    *   **判斷：** 兩顆紅色圓形小番茄。
    *   **分量估計：** 約25公克。
    *   **熱量推估：** 參考「小番茄」，約 28 大卡/100公克。
    *   **小計：** 25g * 28 kcal/100g = 7 大卡。

8.  **額外烹調用油/醬汁**：
    *   **判斷：** 主菜及部分配菜可能使用額外油脂及調味醬汁。
    *   **分量估計：** 估計約10公克烹調用油及少量醬汁。
    *   **熱量推估：** 參考「沙拉油」，約 900 大卡/100公克。
    *   **小計：** 10g * 900 kcal/100g = 90 大卡。

**總熱量估計：** 300 + 15 + 120 + 11 + 14 + 8 + 7 + 90 = **565 大卡**"
downloaded_images\青田原味_私房辣椒豬(C)_125元_2.jpg,"依據圖片內容及檔案名「青田原味_私房辣椒豬(C)_125元_2.jpg」，以衛福部食品營養成分資料庫 (TFND) 標準推估每樣食物的熱量。

**餐點名稱：** 私房辣椒豬便當

**食物內容與熱量推估：**

1.  **白米飯：**
    *   **份量：** 約 180 克 (標準便當飯量)
    *   **熱量：** 180 克熟白米飯 ≈ **329 大卡** (TFND：熟白米飯 183 大卡/100克)
2.  **私房辣椒豬：**
    *   **份量：** 約 120 克 (主菜份量，含肉片與醬汁)
    *   **熱量：** 豬肉片經辣椒醬汁烹調，估計為中等脂肪含量，並含烹調用油與醬汁熱量。參考炒豬肉片並考慮醬汁，估算約 300 大卡/100克。
    *   120 克辣椒豬 ≈ **360 大卡**
3.  **燙青江菜：**
    *   **份量：** 約 50 克
    *   **熱量：** 50 克燙青江菜 (含微量烹調用油) ≈ **10 大卡** (TFND：青江菜 14 大卡/100克，加少量油)
4.  **炒高麗菜：**
    *   **份量：** 約 60 克
    *   **熱量：** 60 克炒高麗菜 (含烹調用油) ≈ **30 大卡** (TFND：高麗菜 25 大卡/100克，考慮炒製用油)
5.  **滷海帶：**
    *   **份量：** 約 40 克
    *   **熱量：** 40 克滷海帶 ≈ **12 大卡** (TFND：海帶 26 大卡/100克，滷製增加少量熱量)
6.  **煎蛋：**
    *   **份量：** 約 55 克 (約一顆中型雞蛋)
    *   **熱量：** 55 克煎蛋 (含烹調用油) ≈ **90 大卡** (TFND：全蛋 144 大卡/100克，煎製約增加20-30%)
7.  **小番茄：**
    *   **份量：** 2 顆，約 20 克
    *   **熱量：** 20 克小番茄 ≈ **6 大卡** (TFND：小果番茄 30 大卡/100克)
8.  **薑絲：**
    *   **份量：** 少量
    *   **熱量：** 可忽略不計

**總熱量估計：**
329 (飯) + 360 (辣椒豬) + 10 (青江菜) + 30 (高麗菜) + 12 (海帶) + 90 (煎蛋) + 6 (番茄) = **約 837 大卡**

**總結：**
此私房辣椒豬便當包含白米飯、主菜辣椒豬、三樣配菜（燙青江菜、炒高麗菜、滷海帶）、煎蛋及小番茄。整體估計熱量約 **837 大卡**。其中，白米飯與辣椒豬為主熱量來源，約佔總熱量的八成。

*註：熱量估計為參考衛福部資料庫之平均值，實際熱量可能因食材來源、烹調方式及調味份量差異而有所不同。*"
downloaded_images\青田原味_美式燒烤雞腿(F)_140元_2.jpg,"這是一份美式燒烤雞腿便當。以下是根據圖片判斷的食物種類、估計分量與熱量推估：

**食物分析與熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**

1.  **主食：白飯**
    *   **分量估計：** 約 1.5 碗 (熟重約 280-300 公克)。
    *   **熱量估計：** 300 公克熟飯 x 1.83 仟卡/公克 = 約 549 仟卡。

2.  **主菜：美式燒烤雞腿 (去骨)**
    *   **分量估計：** 考量為燒烤形式，肉質較紮實，估計去骨雞腿肉約 180 公克。
    *   **熱量估計：** 180 公克 x (燒烤雞腿肉約 220 仟卡/100 公克，含少許皮脂及調味油) = 約 396 仟卡。

3.  **配菜：炒高麗菜**
    *   **分量估計：** 約 60 公克。
    *   **熱量估計：** 60 公克 x (炒蔬菜約 50 仟卡/100 公克) = 約 30 仟卡。

4.  **配菜：炒青江菜/小白菜**
    *   **分量估計：** 約 50 公克。
    *   **熱量估計：** 50 公克 x (炒蔬菜約 40 仟卡/100 公克) = 約 20 仟卡。

5.  **配菜：滷海帶**
    *   **分量估計：** 約 50 公克。
    *   **熱量估計：** 50 公克 x (滷海帶約 75 仟卡/100 公克) = 約 38 仟卡。

6.  **配菜：涼拌豆乾絲/筍絲**
    *   **分量估計：** 約 50 公克。
    *   **熱量估計：** 50 公克 x (涼拌小菜約 80 仟卡/100 公克) = 約 40 仟卡。

7.  **配菜：玉子燒/煎蛋**
    *   **分量估計：** 約 35 公克 (約半顆雞蛋)。
    *   **熱量估計：** 35 公克 x (玉子燒約 180 仟卡/100 公克) = 約 63 仟卡。

8.  **配菜：小番茄**
    *   **分量估計：** 2 顆 (約 40 公克)。
    *   **熱量估計：** 40 公克 x (小番茄約 30 仟卡/100 公克) = 約 12 仟卡。

**總熱量估計：**
549 (白飯) + 396 (雞腿) + 30 (高麗菜) + 20 (青江菜) + 38 (海帶) + 40 (豆乾絲/筍絲) + 63 (蛋) + 12 (番茄) = **約 1148 仟卡。**"
downloaded_images\青田原味_美式燒烤雞腿_無飯(F-)_145元_2.jpg,"根據圖片內容及檔案名「青田原味_美式燒烤雞腿_無飯(F-)_145元_2.jpg」判斷，該餐點為無米飯的便當。以下為食物分析、份量估計及熱量推估：

**食物名稱與估計熱量（依衛福部食品營養成分資料庫 TFND 標準推估）**

1.  **美式燒烤雞腿 (American Grilled Chicken Thigh)**
    *   **份量估計：** 約一份帶皮去骨雞腿肉，目測約 140 克。
    *   **熱量推估：** 烤雞腿帶皮，每 100 克約 250 大卡。
    *   **估計熱量：** 140 克 * (250 大卡 / 100 克) = **350 大卡**

2.  **日式蛋捲 (Japanese Omelette)**
    *   **份量估計：** 一塊，目測約 60 克。
    *   **熱量推估：** 雞蛋類製品，考慮烹調用油及調味，每 100 克約 180 大卡。
    *   **估計熱量：** 60 克 * (180 大卡 / 100 克) = **108 大卡**

3.  **冬粉/粉絲 (Glass Noodles/Vermicelli)**
    *   **份量估計：** 小份，目測乾燥前約 25 克。
    *   **熱量推估：** 乾燥冬粉每 100 克約 350 大卡。
    *   **估計熱量：** 25 克 * (350 大卡 / 100 克) = **88 大卡**

4.  **高麗菜 (Cooked Cabbage)**
    *   **份量估計：** 一份，目測約 80 克。
    *   **熱量推估：** 熟高麗菜每 100 克約 20 大卡。
    *   **估計熱量：** 80 克 * (20 大卡 / 100 克) = **16 大卡**

5.  **青江菜/小白菜 (Cooked Bok Choy/Small Cabbage)**
    *   **份量估計：** 一份，目測約 60 克。
    *   **熱量推估：** 熟小白菜每 100 克約 18 大卡。
    *   **估計熱量：** 60 克 * (18 大卡 / 100 克) = **11 大卡**

6.  **滷海帶 (Braised Kelp)**
    *   **份量估計：** 一份，目測約 60 克。
    *   **熱量推估：** 海帶滷製後每 100 克約 20 大卡。
    *   **估計熱量：** 60 克 * (20 大卡 / 100 克) = **12 大卡**

7.  **小番茄 (Cherry Tomatoes)**
    *   **份量估計：** 兩顆，目測約 25 克。
    *   **熱量推估：** 小果番茄每 100 克約 20 大卡。
    *   **估計熱量：** 25 克 * (20 大卡 / 100 克) = **5 大卡**

**總計熱量估計：**
350 + 108 + 88 + 16 + 11 + 12 + 5 = **590 大卡**"
downloaded_images\青田原味_青醬雞胸(E)_130元_2.jpg,"這是一份青田原味「青醬雞胸」餐盒，其內容物及熱量估算如下，所有數值均為推估值，參考衛福部食品營養成分資料庫標準：

**餐點組成與熱量估計：**

1.  **白飯：** 約 180 克。
    *   熱量：約 324 大卡 (180 大卡/100克)。
2.  **青醬雞胸：** 約 120 克雞胸肉，搭配約 20 克青醬。
    *   雞胸肉熱量：約 198 大卡 (165 大卡/100克)。
    *   青醬熱量：約 90 大卡 (450 大卡/100克)。
    *   總計：約 288 大卡。
3.  **玉子燒/歐姆蛋：** 約 70 克。
    *   熱量：約 130 大卡 (含少量烹調用油)。
4.  **小番茄：** 2 顆，約 40 克。
    *   熱量：約 8 大卡 (20 大卡/100克)。
5.  **涼拌木耳/海帶：** 約 50 克。
    *   熱量：約 15 大卡 (30 大卡/100克)。
6.  **清炒高麗菜：** 約 90 克。
    *   熱量：約 30 大卡 (35 大卡/100克，含少量油)。
7.  **清炒青江菜：** 約 90 克。
    *   熱量：約 30 大卡 (35 大卡/100克，含少量油)。
8.  **涼拌牛蒡絲/筍絲 ( Shredded Vegetable)：** 約 30 克。
    *   熱量：約 20 大卡 (60 大卡/100克)。

**總計推估熱量：** 約 324 + 288 + 130 + 8 + 15 + 30 + 30 + 20 = **845 大卡**。

**重要提示：**
*   上述分量及熱量僅為視覺判斷及標準數據推估，實際數值可能因食材處理、烹調方式及醬料用量而異。
*   此分析不考慮食材間的交互作用或特定品牌配方。"
downloaded_images\青田原味_青醬雞胸_無飯(E-)_135元_2.jpg,"根據圖片內容及檔案名「青田原味_青醬雞胸_無飯(E-)_135元_2.jpg」判斷，此餐盒為無飯餐點，內容物及熱量估算如下（參考衛福部食品營養成分資料庫 TFND 標準）：

1.  **青醬雞胸肉 (Pesto Chicken Breast):**
    *   **分量:** 熟雞胸肉約 120 克，青醬醬料約 20 克。
    *   **熱量估算:**
        *   熟雞胸肉 (約 165 仟卡/100克): 120 克 x 1.65 = 198 仟卡。
        *   青醬 (以油脂為主，約 400-500 仟卡/100克): 20 克 x 4.5 (取中位數) = 90 仟卡。
        *   **小計:** 約 288 仟卡。

2.  **玉子燒/烘蛋 (Omelette):**
    *   **分量:** 約 60 克。
    *   **熱量估算:** 蛋液含油烹調 (約 180-200 仟卡/100克)。
    *   **小計:** 約 114 仟卡。

3.  **小番茄 (Cherry Tomatoes):**
    *   **分量:** 2 顆，約 30 克。
    *   **熱量估算:** 約 28 仟卡/100克。
    *   **小計:** 約 8 仟卡。

4.  **涼拌牛蒡絲 (Shredded Burdock Root):**
    *   **分量:** 約 40 克。
    *   **熱量估算:** 約 80 仟卡/100克。
    *   **小計:** 約 32 仟卡。

5.  **水煮小白菜 (Boiled Bok Choy):**
    *   **分量:** 約 60 克。
    *   **熱量估算:** 約 15 仟卡/100克。
    *   **小計:** 約 9 仟卡。

6.  **水煮高麗菜 (Boiled Cabbage):**
    *   **分量:** 約 60 克。
    *   **熱量估算:** 約 20 仟卡/100克。
    *   **小計:** 約 12 仟卡。

7.  **涼拌海帶 (Kelp/Seaweed):**
    *   **分量:** 約 40 克。
    *   **熱量估算:** 約 20 仟卡/100克。
    *   **小計:** 約 8 仟卡。

**總熱量估算：**
約 288 (雞胸) + 114 (蛋) + 8 (番茄) + 32 (牛蒡) + 9 (小白菜) + 12 (高麗菜) + 8 (海帶) = **約 471 仟卡**。"
downloaded_images\青田原味_香蒜雞胸(D)_125元_2.jpg,"依據圖片內容與檔名資訊，以理性方式判斷食物種類與分量，並參考衛福部食品營養成分資料庫之標準推估熱量如下：

**餐點名稱：** 青田原味_香蒜雞胸餐盒

**內容物與熱量估算：**

1.  **雞胸肉（香蒜調味）：**
    *   分量：約 100-120 克（熟重）。塊狀，撒有調味料。
    *   熱量：以 100 克去皮熟雞胸肉約 165 大卡估算。
    *   推估熱量：約 **165 - 198 大卡**。

2.  **板豆腐：**
    *   分量：約 80-100 克（一塊長方體）。表面略焦，應為煎或烤。
    *   熱量：以 100 克板豆腐約 80 大卡估算（不含烹調用油）。
    *   推估熱量：約 **64 - 80 大卡**。

3.  **高麗菜：**
    *   分量：約 50-70 克（熟重）。
    *   熱量：以 100 克熟高麗菜約 15 大卡估算。
    *   推估熱量：約 **7.5 - 10.5 大卡**。

4.  **小白菜或青江菜：**
    *   分量：約 50-70 克（熟重）。
    *   熱量：以 100 克熟小白菜約 13 大卡估算。
    *   推估熱量：約 **6.5 - 9 大卡**。

5.  **海帶（塊狀）：**
    *   分量：約 40-50 克（熟重）。
    *   熱量：以 100 克熟海帶約 30 大卡估算。
    *   推估熱量：約 **12 - 15 大卡**。

6.  **金針菇或杏鮑菇絲：**
    *   分量：約 60-80 克（熟重）。
    *   熱量：以 100 克金針菇約 35 大卡估算。
    *   推估熱量：約 **21 - 28 大卡**。

7.  **小番茄：**
    *   分量：2 顆（約 30-40 克）。
    *   熱量：以 100 克小番茄約 18 大卡估算。
    *   推估熱量：約 **5.4 - 7.2 大卡**。

**總熱量推估：**
綜合上述各項，此餐點總熱量約在 **281 - 348 大卡** 之間。
若取各項估算之中值，則約為 **315 大卡**。
（此估算假設烹調方式為少油或無油，符合健康餐盒的常見特性。）"
downloaded_images\青田原味_香蒜雞胸_無飯(D-)_130元_2.jpg,"根據圖片與檔名資訊「青田原味_香蒜雞胸_無飯(D-)_130元_2.jpg」，判斷此為一份無飯的健康餐盒，包含香蒜雞胸肉及多種配菜。所有熱量估算均參考衛福部食品營養成分資料庫（TFND）之熟食或近似值，並依據目測份量進行推估。

---

**餐盒內容與熱量推估：**

*   **香蒜雞胸肉 (Cooked Garlic Chicken Breast):**
    *   **份量估計:** 約 130 克。塊狀堆疊，佔主體大部分。
    *   **熱量估計:** 每 100 克去皮熟雞胸肉約 165 大卡。
    *   **總熱量:** 130 克 * (165 大卡 / 100 克) = **214.5 大卡**

*   **燙綠葉蔬菜 (Boiled Green Leafy Vegetables):** (如A菜、小白菜)
    *   **份量估計:** 約 60 克。小份燙青菜。
    *   **熱量估計:** 每 100 克燙熟綠葉蔬菜約 20 大卡。
    *   **總熱量:** 60 克 * (20 大卡 / 100 克) = **12 大卡**

*   **清炒高麗菜 (Stir-fried Cabbage):**
    *   **份量估計:** 約 70 克。
    *   **熱量估計:** 每 100 克清炒高麗菜約 25 大卡 (考慮少量用油)。
    *   **總熱量:** 70 克 * (25 大卡 / 100 克) = **17.5 大卡**

*   **滷海帶 (Braised Kelp):**
    *   **份量估計:** 約 40 克。
    *   **熱量估計:** 每 100 克滷海帶約 35 大卡。
    *   **總熱量:** 40 克 * (35 大卡 / 100 克) = **14 大卡**

*   **小番茄 (Cherry Tomatoes):**
    *   **份量估計:** 2 顆，約 30 克。
    *   **熱量估計:** 每 100 克小番茄約 20 大卡。
    *   **總熱量:** 30 克 * (20 大卡 / 100 克) = **6 大卡**

*   **烘蛋/蒸蛋塊 (Baked/Steamed Egg Block):** (質地較扎實)
    *   **份量估計:** 約 60 克。一片。
    *   **熱量估計:** 每 100 克烘蛋或蒸蛋約 140 大卡。
    *   **總熱量:** 60 克 * (140 大卡 / 100 克) = **84 大卡**

---

**總熱量估計 (Total Estimated Calories):**
214.5 (雞胸肉) + 12 (綠葉蔬菜) + 17.5 (高麗菜) + 14 (海帶) + 6 (小番茄) + 84 (烘蛋/蒸蛋塊) = **348 大卡**

---

**總結：**
此無飯餐盒以香蒜雞胸肉為主體，搭配多樣蔬菜及一份蛋料理。根據理性判斷與衛福部食品營養成分資料庫推估，此餐盒的總熱量約為 **348 大卡**。此估算已考量常見烹調方式（如蔬菜可能微量用油）及份量目測誤差。"
